ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerID,Customers.CompanyName,Address,City,Region,PostalCode,Country,Salesperson,OrderID,OrderDate,RequiredDate,ShippedDate,Shippers.CompanyName,ProductID,ProductName,UnitPrice,Quantity,Discount,ExtendedPrice,Freight
イルカランド,大田区萩中 2-4-X,大田区,,144-0047,東京都,37,イルカランド,成田市台方 XXX,成田市,,286-0003,千葉県,森上 偉久馬,10516,25.05.95 00:00,22.06.95 00:00,12.05.95 00:00,ペンギン,72,北海道昆布,0,1,0,0,"62.78"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,高橋 真紀,10248,04.08.94 00:00,04.05.02 00:00,16.08.94 00:00,ペンギン,42,バタートースト,"9.8",10,0,98,"32.38"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,高橋 真紀,10248,04.08.94 00:00,04.05.02 00:00,16.08.94 00:00,ペンギン,11,ホワイトソルト,14,12,0,168,"32.38"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,高橋 真紀,10248,04.08.94 00:00,04.05.02 00:00,16.08.94 00:00,ペンギン,72,北海道昆布,"34.8",5,0,174,"32.38"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,東海 誠一,10249,05.08.94 00:00,16.09.94 00:00,10.08.94 00:00,アカネコ,14,うまい素,"18.6",9,0,"167.4","11.61"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,東海 誠一,10249,05.08.94 00:00,16.09.94 00:00,10.08.94 00:00,アカネコ,51,アメリカンポーク,"42.4",40,0,1696,"11.61"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,東海 誠一,10249,05.08.94 00:00,16.09.94 00:00,10.08.94 00:00,アカネコ,66,冷凍ポテトコロッケ,80,20,0,1600,"11.61"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,東海 誠一,10370,03.01.95 00:00,31.01.95 00:00,04.01.95 00:00,トマト,65,冷凍コーンクリームコロッケ,80,1,0,80,"1.17"
からんころん,北九州町田1-3,北九州,,884-1111,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,東海 誠一,10370,03.01.95 00:00,31.01.95 00:00,04.01.95 00:00,トマト,29,インドカレーパン,150,1,0,150,"1.17"
からんころん,川崎市中原区宮内 XXX,川崎市,,211-0051,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,森上 偉久馬,10556,04.07.95 00:00,15.08.95 00:00,22.06.95 00:00,アカネコ,73,やきいかするめくん,450,1,0,450,"9.8"
からんころん,川崎市中原区宮内 XXX,川崎市,,211-0051,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,森上 偉久馬,10556,04.07.95 00:00,15.08.95 00:00,22.06.95 00:00,アカネコ,75,ふりかけかつお風味,100,1,0,100,"9.8"
からんころん,川崎市中原区宮内 XXX,川崎市,,211-0051,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,森上 偉久馬,10556,04.07.95 00:00,15.08.95 00:00,22.06.95 00:00,アカネコ,8,ピリピリ ビール,550,1,0,550,"9.8"
からんころん,川崎市中原区宮内 XXX,川崎市,,211-0051,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,森上 偉久馬,10556,04.07.95 00:00,15.08.95 00:00,22.06.95 00:00,アカネコ,76,ふりかけ鮭風味,98,1,0,98,"9.8"
からんころん,川崎市中原区宮内 XXX,川崎市,,211-0051,北九州,51,からんころん,茅ヶ崎市西久保 1592-X,茅ヶ崎市,,253-0083,神奈川県,森上 偉久馬,10556,04.07.95 00:00,15.08.95 00:00,22.06.95 00:00,アカネコ,30,チーズあんぱん,100,1,0,100,"9.8"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,袖ケ浦町,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,松沢 彩子,10268,30.08.94 00:00,27.09.94 00:00,02.09.94 00:00,ペンギン,43,バケットフランス,150,200,0.1,27000,"66.29"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,袖ケ浦町,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,松沢 彩子,10268,30.08.94 00:00,27.09.94 00:00,02.09.94 00:00,ペンギン,48,コーンフレークプレーン,50,500,0,25000,"66.29"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,袖ケ浦町,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,松沢 彩子,10268,30.08.94 00:00,27.09.94 00:00,02.09.94 00:00,ペンギン,24,じゃがチップス,100,100,0,10000,"66.29"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,田中 秀樹,10294,30.09.94 00:00,28.10.94 00:00,03.10.94 00:00,トマト,22,チョコクリームアイス,0,1,0,0,"147.26"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,田中 秀樹,10294,30.09.94 00:00,28.10.94 00:00,03.10.94 00:00,トマト,12,ブラックペッパー,0,1,0,0,"147.26"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,木下 和明,10352,13.12.94 00:00,27.12.94 00:00,12.12.94 00:00,ペンギン,31,ロッキーチーズ,0,1,0,0,"1.3"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,木下 和明,10352,13.12.94 00:00,27.12.94 00:00,12.12.94 00:00,ペンギン,4,果汁100% ピーチ,0,1,0,0,"1.3"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,田中 秀樹,10418,17.02.95 00:00,17.03.95 00:00,14.02.95 00:00,アカネコ,21,バニラクリームアイス,0,1,0,0,"17.55"
コーヒーハウスフェンス,君津市袖ケ浦町野里 1539-X,君津市,,299-1100,千葉県,42,コーヒーハウスフェンス,大田区萩中 2-4-X,中野区,,144-0047,東京都,田中 秀樹,10418,17.02.95 00:00,17.03.95 00:00,14.02.95 00:00,アカネコ,52,うす味ウインナー,0,1,0,0,"17.55"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,47,ヘルシークラッカー,100,100,0,10000,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,10,バードワイン,2500,5,0,12500,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,31,ロッキーチーズ,50,100,0,5000,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,53,ベターローストハム,250,250,0,62500,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,60,ミートバー,100,1000,0,100000,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,8,ピリピリ ビール,450,50,0,22500,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,5,コーヒーマイルド,100,500,0,50000,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10279,13.09.94 00:00,11.10.94 00:00,16.09.94 00:00,トマト,55,ベター生ハム,250,250,0,62500,"25.83"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,正門 恵子,10340,29.11.94 00:00,27.12.94 00:00,24.11.94 00:00,ペンギン,43,バケットフランス,500,1,0,500,"166.31"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,正門 恵子,10340,29.11.94 00:00,27.12.94 00:00,24.11.94 00:00,ペンギン,76,ふりかけ鮭風味,10,1,0,10,"166.31"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10366,29.12.94 00:00,09.02.95 00:00,27.12.94 00:00,トマト,80,特選にぼし,500,5,0,2500,"10.14"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10366,29.12.94 00:00,09.02.95 00:00,27.12.94 00:00,トマト,71,特選味のり,450,5,0,2250,"10.14"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10366,29.12.94 00:00,09.02.95 00:00,27.12.94 00:00,トマト,20,特製和風醤油,1500,2,0,3000,"10.14"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,松沢 彩子,10366,29.12.94 00:00,09.02.95 00:00,27.12.94 00:00,トマト,56,特製サラミ,450,10,0,4500,"10.14"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,森上 偉久馬,10392,24.01.95 00:00,21.02.95 00:00,20.01.95 00:00,ペンギン,25,アメリカンクラッカー,100,5,0,500,"122.46"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,森上 偉久馬,10392,24.01.95 00:00,21.02.95 00:00,20.01.95 00:00,ペンギン,10,バードワイン,2500,2,0,5000,"122.46"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,森上 偉久馬,10392,24.01.95 00:00,21.02.95 00:00,20.01.95 00:00,ペンギン,51,アメリカンポーク,150,5,0,750,"122.46"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,田中 秀樹,10419,20.02.95 00:00,20.03.95 00:00,15.02.95 00:00,トマト,49,コーンフレークチョコ,300,5,0,1500,"137.35"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,田中 秀樹,10419,20.02.95 00:00,20.03.95 00:00,15.02.95 00:00,トマト,84,コーンフレークチョコ,300,5,0,1500,"137.35"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,田中 秀樹,10419,20.02.95 00:00,20.03.95 00:00,15.02.95 00:00,トマト,50,コーンフレークシュガー,300,5,0,1500,"137.35"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,田中 秀樹,10419,20.02.95 00:00,20.03.95 00:00,15.02.95 00:00,トマト,48,コーンフレークプレーン,300,5,0,1500,"137.35"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,東海 誠一,10439,10.03.95 00:00,07.04.95 00:00,07.03.95 00:00,ペンギン,15,ピュアデミグラスソース,350,7,0,2450,"4.07"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,東海 誠一,10439,10.03.95 00:00,07.04.95 00:00,07.03.95 00:00,ペンギン,13,ピュアシュガー,100,4,0,400,"4.07"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,田中 秀樹,10511,19.05.95 00:00,16.06.95 00:00,11.05.95 00:00,ペンギン,27,メロンミルクキャンディー,0,1,0,0,"350.64"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,田中 秀樹,10511,19.05.95 00:00,16.06.95 00:00,11.05.95 00:00,ペンギン,11,ホワイトソルト,0,1,0,0,"350.64"
コンビニエンス北風,横浜市南区大岡 1-44-X,横浜市,,232-0061,神奈川県,32,コンビニエンス北風,春日井市味美白山町 1-9-X,春日井市,,486-0969,愛知県,田中 秀樹,10511,19.05.95 00:00,16.06.95 00:00,11.05.95 00:00,ペンギン,74,食卓わかめ,50,10,0,500,"350.64"
ジャンボストアー,成田市加良部 5-3-X,成田市,,286-0036,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,田中 秀樹,10315,27.10.94 00:00,24.11.94 00:00,27.10.94 00:00,トマト,43,バケットフランス,1550,50,0,77500,"41.76"
ジャンボストアー,成田市加良部 5-3-X,成田市,,286-0036,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,田中 秀樹,10315,27.10.94 00:00,24.11.94 00:00,27.10.94 00:00,トマト,12,ブラックペッパー,100,50,0,5000,"41.76"
ジャンボストアー,成田市加良部 5-3-X,成田市,,286-0036,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,木下 和明,10420,21.02.95 00:00,21.03.95 00:00,21.02.95 00:00,アカネコ,1,果汁100% オレンジ,250,50,0,12500,"44.12"
ジャンボストアー,成田市加良部 5-3-X,成田市,,286-0036,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,木下 和明,10420,21.02.95 00:00,21.03.95 00:00,21.02.95 00:00,アカネコ,68,冷凍やきおにぎり,150,50,0,7500,"44.12"
ジャンボストアー,成田市加良部 5-3-X,成田市,,286-0036,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,高橋 真紀,10449,21.03.95 00:00,18.04.95 00:00,14.03.95 00:00,トマト,6,コーヒービター,100,5,0,500,"53.3"
ジャンボストアー,成田市加良部 5-3-X,成田市,,286-0036,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,高橋 真紀,10449,21.03.95 00:00,18.04.95 00:00,14.03.95 00:00,トマト,29,インドカレーパン,100,5,0,500,"53.3"
ジャンボストアー,世田谷区奥沢 1-37-XX,世田谷区,,158-0083,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,森上 偉久馬,10541,19.06.95 00:00,17.07.95 00:00,05.06.95 00:00,アカネコ,30,チーズあんぱん,100,50,0,5000,"68.65"
ジャンボストアー,世田谷区奥沢 1-37-XX,世田谷区,,158-0083,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,森上 偉久馬,10541,19.06.95 00:00,17.07.95 00:00,05.06.95 00:00,アカネコ,4,果汁100% ピーチ,250,50,0,12500,"68.65"
ジャンボストアー,世田谷区奥沢 1-37-XX,世田谷区,,158-0083,千葉県,34,ジャンボストアー,広島市西区観音新町 1-16-X,広島市,西区,733-0036,広島県,森上 偉久馬,10541,19.06.95 00:00,17.07.95 00:00,05.06.95 00:00,アカネコ,22,チョコクリームアイス,120,50,0,6000,"68.65"
パーラーえんとつ,練馬区東大泉 1-26-31-XXX,練馬区,,178-0063,東京都,49,パーラーえんとつ,世田谷区給田 3-31-X,世田谷区,世田谷区,157-0064,東京都,正門 恵子,10285,20.09.94 00:00,18.10.94 00:00,23.09.94 00:00,トマト,29,インドカレーパン,0,1,0,0,"76.83"
パーラーえんとつ,練馬区東大泉 1-26-31-XXX,練馬区,,178-0063,東京都,49,パーラーえんとつ,世田谷区給田 3-31-X,世田谷区,世田谷区,157-0064,東京都,正門 恵子,10285,20.09.94 00:00,18.10.94 00:00,23.09.94 00:00,トマト,9,オタル白ラベル,0,1,0,0,"76.83"
パーラーえんとつ,練馬区東大泉 1-26-31-XXX,練馬区,,178-0063,東京都,49,パーラーえんとつ,世田谷区給田 3-31-X,世田谷区,世田谷区,157-0064,東京都,正門 恵子,10285,20.09.94 00:00,18.10.94 00:00,23.09.94 00:00,トマト,14,うまい素,0,1,0,0,"76.83"
パーラーえんとつ,練馬区東大泉 1-26-31-XXX,練馬区,,178-0063,東京都,49,パーラーえんとつ,世田谷区給田 3-31-X,世田谷区,世田谷区,157-0064,東京都,田中 秀樹,10363,27.12.94 00:00,24.01.95 00:00,28.12.94 00:00,ペンギン,9,オタル白ラベル,0,1,0,0,"30.54"
パーラーえんとつ,練馬区東大泉 1-26-31-XXX,練馬区,,178-0063,東京都,49,パーラーえんとつ,世田谷区給田 3-31-X,世田谷区,世田谷区,157-0064,東京都,田中 秀樹,10363,27.12.94 00:00,24.01.95 00:00,28.12.94 00:00,ペンギン,67,冷凍枝豆,0,1,0,0,"30.54"
パーラーえんとつ,練馬区東大泉 1-26-31-XXX,練馬区,,178-0063,東京都,49,パーラーえんとつ,世田谷区給田 3-31-X,世田谷区,世田谷区,157-0064,東京都,田中 秀樹,10363,27.12.94 00:00,24.01.95 00:00,28.12.94 00:00,ペンギン,48,コーンフレークプレーン,0,1,0,0,"30.54"
パーラーえんとつ,練馬区東大泉 1-26-31-XXX,練馬区,,178-0063,東京都,49,パーラーえんとつ,世田谷区給田 3-31-X,世田谷区,世田谷区,157-0064,東京都,松沢 彩子,10416,16.02.95 00:00,16.03.95 00:00,14.02.95 00:00,ペンギン,52,うす味ウインナー,0,1,0,0,"22.72"
